Rank,Title,Year,Rating,Votes,DurationMin,Genres,Directors,Stars,URL,Poster,Description
140,The Kid,1921.0,8.2,143314,68,"Comedy, Drama, Family",,,https://www.imdb.com/title/tt0012349/,https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_.jpg,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
141,There Will Be Blood,2008.0,8.2,687328,158,Drama,,,https://www.imdb.com/title/tt0469494/,https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_.jpg,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
142,The Father,2021.0,8.2,220405,97,"Drama, Mystery",,,https://www.imdb.com/title/tt10272386/,https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_.jpg,"A man refuses all assistance from his daughter as he ages. When he tries to understand what is happening around him, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
143,All About Eve,1950.0,8.2,146881,138,Drama,,,https://www.imdb.com/title/tt0042192/,https://m.media-amazon.com/images/M/MV5BOTM4ZjUzOGUtYzdlZi00ZmM5LTk5NTEtMjQxNDVmOTc5NWNlXkEyXkFqcGc@._V1_.jpg,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
144,The Sixth Sense,1999.0,8.2,1117928,107,"Drama, Mystery, Thriller",,,https://www.imdb.com/title/tt0167404/,https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@._V1_.jpg,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret."
145,Ran,1985.0,8.2,147545,160,"Action, Drama, War",,,https://www.imdb.com/title/tt0089881/,https://m.media-amazon.com/images/M/MV5BZDk2NDY5YjktMjEyMC00OTJhLTkzM2EtY2Q4Y2RjYzc2Yjk4XkEyXkFqcGc@._V1_.jpg,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
146,Casino,1995.0,8.2,603944,178,"Crime, Drama",,,https://www.imdb.com/title/tt0112641/,https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_.jpg,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite."
147,No Country for Old Men,2007.0,8.2,1152656,122,"Crime, Drama, Thriller",,,https://www.imdb.com/title/tt0477348/,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.
148,The Thing,1982.0,8.2,510366,109,"Horror, Mystery, Sci-Fi",,,https://www.imdb.com/title/tt0084787/,https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_.jpg,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
149,Top Gun: Maverick,2022.0,8.2,808169,130,"Action, Drama",,,https://www.imdb.com/title/tt1745960/,https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_.jpg,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission."
150,Unforgiven,1992.0,8.2,460695,130,"Drama, Western",,,https://www.imdb.com/title/tt0105695/,https://m.media-amazon.com/images/M/MV5BNmZmMzM3YWMtZjg5Yi00M2MxLTg3ZGItNGU4YjQxNDAxM2Q4XkEyXkFqcGc@._V1_.jpg,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a young would-be gunman calling himself &quot;The Schofield Kid&quot;.
151,El laberinto del fauno,2007.0,8.2,734021,118,"Drama, Fantasy, War",,,https://www.imdb.com/title/tt0457430/,https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_.jpg,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she&apos;s a princess, but must prove her royalty by surviving three gruesome tasks."
152,Kill Bill: Vol. 1,2003.0,8.2,1271804,111,"Action, Crime, Thriller",,,https://www.imdb.com/title/tt0266697/,https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_.jpg,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
153,Prisoners,2013.0,8.2,898733,153,"Crime, Drama, Mystery",,,https://www.imdb.com/title/tt1392214/,https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_.jpg,A desperate father takes the law into his own hands after police fail to find two kidnapped girls.
154,A Beautiful Mind,2002.0,8.2,1035599,135,"Biography, Drama, Mystery",,,https://www.imdb.com/title/tt0268978/,https://m.media-amazon.com/images/M/MV5BNzljZTk5ZDgtZTQ1Zi00NTM4LThlOGUtZDk2MGM4NDQ4NWQyXkEyXkFqcGc@._V1_.jpg,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery."
155,The Treasure of the Sierra Madre,1948.0,8.2,139274,126,"Adventure, Drama, Western",,,https://www.imdb.com/title/tt0040897/,https://m.media-amazon.com/images/M/MV5BOWM1YjFmODEtMWNhMC00YmI1LWI0Y2EtYzg0YTBhZWI4ODE3XkEyXkFqcGc@._V1_.jpg,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
156,Hauru no ugoku shiro,2005.0,8.2,496032,119,"Animation, Adventure, Family",,,https://www.imdb.com/title/tt0347149/,https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
157,Finding Nemo,2003.0,8.2,1179977,100,"Animation, Adventure, Comedy",,,https://www.imdb.com/title/tt0266543/,https://m.media-amazon.com/images/M/MV5BMTc5NjExNTA5OV5BMl5BanBnXkFtZTYwMTQ0ODY2._V1_.jpg,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
158,Yôjinbô,1961.0,8.2,140262,110,"Action, Drama, Thriller",,,https://www.imdb.com/title/tt0055630/,https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_.jpg,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
159,La meglio gioventù,2003.0,8.4,26578,374,"Drama, Romance",,,https://www.imdb.com/title/tt0346336/,https://m.media-amazon.com/images/M/MV5BYzcxMTE2YjUtMzIyMy00NDNjLWE3ZWYtODQzYmNhNDVhNDZmXkEyXkFqcGc@._V1_.jpg,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.
160,The Great Escape,1963.0,8.2,272716,172,"Adventure, Drama, Thriller",,,https://www.imdb.com/title/tt0057115/,https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_.jpg,Allied officers in a German prisoner of war camp during World War II make a daring plan for a mass escape by hundreds of POWs hoping to draw German personnel and resources away from combat operations.
161,Monty Python and the Holy Grail,1975.0,8.2,594944,91,"Adventure, Comedy, Fantasy",,,https://www.imdb.com/title/tt0071853/,https://m.media-amazon.com/images/M/MV5BYWY4YmUzZmUtMzQ0ZS00N2Y2LWJlODQtN2IwMDc1MWQwMmU3XkEyXkFqcGc@._V1_.jpg,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
162,The Elephant Man,1980.0,8.2,277071,124,"Biography, Drama",,,https://www.imdb.com/title/tt0080678/,https://m.media-amazon.com/images/M/MV5BMGE3MDZhNmMtMmUxZS00MDJmLTgxYmQtOGU4ODU0Y2JmNDI1XkEyXkFqcGc@._V1_.jpg,"A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication."
163,Klaus,2019.0,8.2,220761,96,"Animation, Adventure, Comedy",,,https://www.imdb.com/title/tt4729430/,https://m.media-amazon.com/images/M/MV5BZDA4ODhlMzctNGRmYi00NmViLTkxZGYtZjRkNGQ5YzYwYWVlXkEyXkFqcGc@._V1_.jpg,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg&apos;s new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
164,Dial M for Murder,1954.0,8.2,200992,105,"Crime, Drama, Mystery",,,https://www.imdb.com/title/tt0046912/,https://m.media-amazon.com/images/M/MV5BZmYzNDgzYjgtNmU3Ny00YzUxLWE3OWUtMjIxZmNkYTVhNDZmXkEyXkFqcGc@._V1_.jpg,"A London playboy plots the perfect murder of his rich, unfaithful wife."
165,Gone with the Wind,1940.0,8.2,351028,238,"Drama, Romance, War",,,https://www.imdb.com/title/tt0031381/,https://m.media-amazon.com/images/M/MV5BYmYxZTE3YzMtYmE2Yy00NmFlLTkzYTAtYTAzN2IzNDFkN2E0XkEyXkFqcGc@._V1_.jpg,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.
166,El secreto de sus ojos,2010.0,8.2,237258,129,"Drama, Mystery, Romance",,,https://www.imdb.com/title/tt1305806/,https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg,"A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases, and for his unreciprocated love with his superior--both of which still haunt him decades later."
167,Chinatown,1974.0,8.1,370507,130,"Drama, Mystery, Thriller",,,https://www.imdb.com/title/tt0071315/,https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_.jpg,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
168,"Lock, Stock and Two Smoking Barrels",1998.0,8.1,641823,107,"Comedy, Crime",,,https://www.imdb.com/title/tt0120735/,https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@._V1_.jpg,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt."
169,V for Vendetta,2006.0,8.1,1228598,132,"Action, Drama, Sci-Fi",,,https://www.imdb.com/title/tt0434409/,https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_.jpg,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of &quot;V&quot;, plots to overthrow the tyrannical government - with the help of a young woman."
170,Rashômon,1951.0,8.1,192693,88,"Crime, Drama, Mystery",,,https://www.imdb.com/title/tt0042876/,https://m.media-amazon.com/images/M/MV5BZDlkYjViMDAtYjkxNy00ZDk1LWE5MmUtNDc4NDU3ZWJmOTYzXkEyXkFqcGc@._V1_.jpg,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai&apos;s ghost and a woodcutter."
171,Inside Out,2015.0,8.1,887600,95,"Animation, Adventure, Comedy",,,https://www.imdb.com/title/tt2096673/,https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_.jpg,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions, Joy, Fear, Anger, Disgust, and Sadness, conflict on how best to navigate a new city, house, and school."
172,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,2025.0,8.5,45738,155,"Animation, Action, Adventure",,,https://www.imdb.com/title/tt32820897/,https://m.media-amazon.com/images/M/MV5BOGQ3YWUzYjEtMTJiYy00ZjQ0LWI0YjktYjhiNGVhNGExYTM3XkEyXkFqcGc@._V1_.jpg,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins."
173,Catch Me If You Can,2002.0,8.1,1193056,141,"Biography, Crime, Drama",,,https://www.imdb.com/title/tt0264464/,https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_.jpg,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
174,"Three Billboards Outside Ebbing, Missouri",2017.0,8.1,593036,115,"Comedy, Crime, Drama",,,https://www.imdb.com/title/tt5027774/,https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_.jpg,A mother personally challenges the local authorities to solve her daughter&apos;s murder when they fail to catch the culprit.
175,Trainspotting,1996.0,8.1,758347,93,"Crime, Drama",,,https://www.imdb.com/title/tt0117951/,https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThjODQtZjNjNzllYzRiNTE0XkEyXkFqcGc@._V1_.jpg,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
176,The Bridge on the River Kwai,1957.0,8.1,245240,161,"Adventure, Drama, War",,,https://www.imdb.com/title/tt0050212/,https://m.media-amazon.com/images/M/MV5BNzdkYmU2YmItNmZiYy00OWQyLTg0YWYtZmUxM2U3YTRiNTQ1XkEyXkFqcGc@._V1_.jpg,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
177,Raging Bull,1980.0,8.1,401966,129,"Biography, Drama, Sport",,,https://www.imdb.com/title/tt0081398/,https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00ZjA0LWEwNWUtNzE2ZGNiYjg0MjA2XkEyXkFqcGc@._V1_.jpg,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
178,Harry Potter and the Deathly Hallows: Part 2,2011.0,8.1,1017266,130,"Adventure, Family, Fantasy",,,https://www.imdb.com/title/tt1201607/,https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_.jpg,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort."
179,Fargo,1996.0,8.1,767067,98,"Crime, Drama, Thriller",,,https://www.imdb.com/title/tt0116282/,https://m.media-amazon.com/images/M/MV5BNjg4MWE0MjEtODFhNy00MjA5LTg5ODktMzgwNWFmZTAwNjBlXkEyXkFqcGc@._V1_.jpg,Minnesota car salesman Jerry Lundegaard&apos;s inept crime falls apart due to his and his henchmen&apos;s bungling and the persistent police work of the quite pregnant Marge Gunderson.
180,The Wild Robot,2024.0,8.2,200243,102,"Animation, Adventure, Family",,,https://www.imdb.com/title/tt29623480/,https://m.media-amazon.com/images/M/MV5BZWNiZjVlZTUtNGUwYi00MjJmLTg2MDctNWEzYTJiMzY1ODc4XkEyXkFqcGc@._V1_.jpg,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island&apos;s animals and cares for an orphaned baby goose."
181,Warrior,2011.0,8.1,521058,140,"Action, Drama, Sport",,,https://www.imdb.com/title/tt1291584/,https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_.jpg,"The youngest son of an alcoholic former boxer returns home, where he&apos;s trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
182,Dead Poets Society,1989.0,8.1,616400,128,"Comedy, Drama",,,https://www.imdb.com/title/tt0097165/,https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_.jpg,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys&apos; boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression."
183,Million Dollar Baby,2005.0,8.1,755036,132,"Drama, Sport",,,https://www.imdb.com/title/tt0405159/,https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_.jpg,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond."
184,Ben-Hur,1959.0,8.1,266856,212,"Adventure, Drama",,,https://www.imdb.com/title/tt0052618/,https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_.jpg,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it&apos;s not long before he regains his freedom and comes back for revenge."
185,Mad Max: Fury Road,2015.0,8.1,1184642,120,"Action, Adventure, Sci-Fi",,,https://www.imdb.com/title/tt1392190/,https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_.jpg,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max."
186,Barry Lyndon,1975.0,8.1,198195,185,"Adventure, Drama, War",,,https://www.imdb.com/title/tt0072684/,https://m.media-amazon.com/images/M/MV5BNmM2MGQ5Y2UtYzA3ZC00ZDJlLTkwNDYtMjBmZGExZDJiN2RlXkEyXkFqcGc@._V1_.jpg,An Irish rogue wins the heart of a rich widow and assumes her dead husband&apos;s aristocratic position in 18th-century England.
187,Gran Torino,2009.0,8.1,849458,116,Drama,,,https://www.imdb.com/title/tt1205489/,https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_.jpg,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
188,Tonari no Totoro,1990.0,8.1,418201,86,"Animation, Adventure, Comedy",,,https://www.imdb.com/title/tt0096283/,https://m.media-amazon.com/images/M/MV5BYWM3MDE3YjEtMzIzZC00ODE5LTgxNTItNmUyMTBkM2M2NmNiXkEyXkFqcGc@._V1_.jpg,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
189,Bacheha-ye aseman,1999.0,8.2,87796,89,"Drama, Family, Sport",,,https://www.imdb.com/title/tt0118849/,https://m.media-amazon.com/images/M/MV5BZWZlMjNhNzgtZGRhOS00Y2U5LThjOTctODNjZTI0ZTBiYzBhXkEyXkFqcGc@._V1_.jpg,"After a boy loses his sister&apos;s pair of shoes, he goes on a series of adventures in order to find them. When he can&apos;t, he tries a new way to &quot;win&quot; a new pair."
190,Hacksaw Ridge,2016.0,8.1,655926,139,"Biography, Drama, History",,,https://www.imdb.com/title/tt2119532/,https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_.jpg,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
191,The Grand Budapest Hotel,2014.0,8.1,943765,99,"Comedy, Drama",,,https://www.imdb.com/title/tt2278388/,https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_.jpg,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel&apos;s glorious years under an exceptional concierge."
192,12 Years a Slave,2013.0,8.1,773630,134,"Biography, Drama, History",,,https://www.imdb.com/title/tt2024544/,https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
193,Before Sunrise,1995.0,8.1,367172,101,"Comedy, Drama, Romance",,,https://www.imdb.com/title/tt0112471/,https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@._V1_.jpg,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
194,Blade Runner,1982.0,8.1,866126,117,"Action, Drama, Sci-Fi",,,https://www.imdb.com/title/tt0083658/,https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_.jpg,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.
195,Spider-Man: No Way Home,2021.0,8.2,982172,148,"Action, Adventure, Fantasy",,,https://www.imdb.com/title/tt10872600/,https://m.media-amazon.com/images/M/MV5BMmFiZGZjMmEtMTA0Ni00MzA2LTljMTYtZGI2MGJmZWYzZTQ2XkEyXkFqcGc@._V1_.jpg,"With Spider-Man&apos;s identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear."
196,Salinui chueok,2003.0,8.1,253020,132,"Crime, Drama, Mystery",,,https://www.imdb.com/title/tt0353969/,https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_.jpg,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
197,Ratatouille,2007.0,8.1,910570,111,"Animation, Adventure, Comedy",,,https://www.imdb.com/title/tt0382932/,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_.jpg,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
198,Gone Girl,2014.0,8.1,1141577,149,"Drama, Mystery, Thriller",,,https://www.imdb.com/title/tt2267998/,https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg,The husband of a missing woman becomes the main suspect in her disappearance.
199,How to Train Your Dragon,2010.0,8.1,869531,98,"Animation, Action, Adventure",,,https://www.imdb.com/title/tt0892769/,https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
200,"Monsters, Inc.",2001.0,8.1,1047674,92,"Animation, Adventure, Comedy",,,https://www.imdb.com/title/tt0198781/,https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
201,Jaws,1975.0,8.1,719091,124,"Adventure, Horror, Thriller",,,https://www.imdb.com/title/tt0073195/,https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_.jpg,"When a massive killer shark unleashes chaos on a beach community off Long Island, it&apos;s up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down."
202,In the Name of the Father,1994.0,8.1,199230,133,"Biography, Crime, Drama",,,https://www.imdb.com/title/tt0107207/,https://m.media-amazon.com/images/M/MV5BMGZiZDVjNzYtZWM4ZC00MzVkLThhNDEtMDJlOTBhYzVjMmNhXkEyXkFqcGc@._V1_.jpg,"An Irish man&apos;s coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them."
203,Ford v Ferrari,2019.0,8.1,545443,152,"Action, Biography, Drama",,,https://www.imdb.com/title/tt1950186/,https://m.media-amazon.com/images/M/MV5BOTBjNTEyNjYtYjdkNi00YzE5LTljYzUtZjVlYmYwZmJmZWYxXkEyXkFqcGc@._V1_.jpg,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
204,Relatos salvajes,2014.0,8.1,233108,122,"Comedy, Drama, Thriller",,,https://www.imdb.com/title/tt3011894/,https://m.media-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_.jpg,Six short stories that explore the extremities of human behavior involving people in distress.
205,The Gold Rush,1925.0,8.1,126135,95,"Adventure, Comedy, Drama",,,https://www.imdb.com/title/tt0015864/,https://m.media-amazon.com/images/M/MV5BNGU1NjYzYTAtZmY0YS00NWIzLTkzNzUtYzc2ZTIyOTIxZjVhXkEyXkFqcGc@._V1_.jpg,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
206,Sherlock Jr.,1924.0,8.1,63780,45,"Action, Comedy, Romance",,,https://www.imdb.com/title/tt0015324/,https://m.media-amazon.com/images/M/MV5BMjQzM2E2NjYtYmRjMC00ZmVlLTljZTgtNmQ5MGZlNDYyZTc5XkEyXkFqcGc@._V1_.jpg,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend&apos;s father&apos;s pocketwatch."
207,Mary and Max.,2009.0,8.1,198915,92,"Animation, Comedy, Drama",,,https://www.imdb.com/title/tt0978762/,https://m.media-amazon.com/images/M/MV5BNzY2Mjc4NjMtNGY4Mi00NzM5LTk3ZTQtN2VkNzVkMzRmM2Y2XkEyXkFqcGc@._V1_.jpg,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger&apos;s syndrome."
208,The Deer Hunter,1979.0,8.1,380702,183,"Drama, War",,,https://www.imdb.com/title/tt0077416/,https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_.jpg,The lives of a group of friends are forever changed by the Vietnam War.
